model,payoff,spot,strike,maturity,volatility,drift,dividend,nb_stocks,nb_dates,nb_paths,algo,n_runs,price_mean,price_std,price_se,price_ci95_halfwidth,price_ci95_low,price_ci95_high,duration_mean,duration_std,time_path_gen_mean,comp_time_mean
BlackScholes,MinPut,100,100,1.0,0.2,0.05,0.0,1,50,20000,LSM,20.0,6.059239073583312,0.07532441344922142,0.01684305088377585,0.03301237973220066,6.026226693851111,6.092251453315512,0.2887968301773071,0.07148521050358893,0.12616153955459594,0.16263529062271118
BlackScholes,MinPut,100,100,1.0,0.2,0.05,0.0,1,50,20000,NLSM,20.0,6.029611048518103,0.06669241697681548,0.014912877794392041,0.0292292404770084,6.000381808041095,6.058840288995111,9.84993485212326,1.0266096315880924,0.10091732740402222,9.749017524719239
BlackScholes,MinPut,100,100,1.0,0.2,0.05,0.0,1,50,20000,RLSM,20.0,6.009412190372584,0.08554504530104369,0.019128453643143264,0.0374917691405608,5.9719204212320225,6.046903959513145,1.3643947124481202,0.595600222886666,0.13962618112564087,1.2247685313224792
