algo,nb_dates,nb_paths,spot,strike,maturity,drift,volatility,price_mean,price_std,delta_mean,delta_std,runs,comp_time_mean,time_path_gen_mean,price_ci95,delta_ci95
LSM,50,20000,100,100,1.0,0.05,0.2,6.056313382143267,0.061291034299175644,-0.4220455614151405,0.011785430808915068,20,1.316653597354889,0.6925696849822998,0.02686198014442867,0.005165192788839467
NLSM,50,20000,100,100,1.0,0.05,0.2,6.056182131412786,0.06796797014457204,-0.4197107853073655,0.011937591122714065,20,44.197758436203,0.5718760132789612,0.029788276301044095,0.0052318799866453896
RLSM,50,20000,100,100,1.0,0.05,0.2,6.144617605255127,0.05694065972773014,-0.42400570298404655,0.011280344111746594,20,8.667079365253448,0.8107651114463806,0.024955344423638292,0.004943828783717154
